,label,song_id
247,247,388726451
248,248,921039
249,249,466784492
250,250,90250615
251,251,383544371
252,252,131773322
253,253,1165849
254,254,371089611
255,255,2575686
256,256,367808971
257,257,101833725
258,258,722642
259,259,570213
260,260,3167840
261,261,501718532
262,262,68680585
263,263,3072020
264,264,69627777
265,265,92598456
266,266,643696852
267,267,18063169
268,268,1023139
269,269,470606982
270,270,71071274
271,271,6722112
272,272,401077922
273,273,263337
274,274,504135762
275,275,13129197
276,276,127127737
277,277,140683107
278,278,68863187
279,279,97971912
280,280,16642827
281,281,143887244
282,282,125778885
283,283,456983632
284,284,138609511
285,285,366409471
286,286,75320049
287,287,129287498
288,288,7512060
289,289,136272460
290,290,134298396
291,291,13791929
292,292,11747946
293,293,93954152
294,294,2954706
295,295,6599832
296,296,61094293
297,297,633351172
298,298,128761781
299,299,2219131
300,300,561856962
301,301,10284907
302,302,13020453
303,303,120172614
304,304,11974551
305,305,69879249
306,306,7624159
307,307,122435390
308,308,31050111
309,309,541256952
310,310,87114415
311,311,69334992
312,312,132929046
313,313,4519899
314,314,75828376
315,315,75970420
316,316,16136617
317,317,61018213
318,318,365155
319,319,57255661
320,320,60200381
321,321,72273758
322,322,97859546
323,323,357727281
324,324,648025292
325,325,99216700
326,326,398381462
327,327,134523166
328,328,18796621
329,329,292067
330,330,429153142
331,331,63459660
332,332,70640487
333,333,75876890
334,334,378114081
335,335,727720
336,336,664110
337,337,6471312
338,338,605288
339,339,2124748
340,340,64784971
341,341,64987551
342,342,366297881
343,343,79932752
344,344,419139102
345,345,1098069
346,346,34945401
347,347,109569510
348,348,16295511
349,349,13103121
350,350,140869465
351,351,145555634
352,352,132480352
353,353,71269404
354,354,90326855
355,355,1016279
356,356,84860559
357,357,125609170
358,358,76394264
359,359,452872182
360,360,1095872
361,361,6305086
362,362,121124522
363,363,107936232
364,364,99095998
365,365,71999936
366,366,68473156
367,367,86877141
368,368,3826218
369,369,557092
370,370,86541427
371,371,5468319
372,372,123607620
373,373,7853852
374,374,140132653
375,375,545059052
376,376,595082272
377,377,2183634
378,378,92210382
379,379,140344355
380,380,57840201
381,381,126866297
382,382,93806536
383,383,452640842
384,384,4619462
385,385,2101574
386,386,1583246
387,387,67933169
388,388,540175
389,389,12562258
390,390,72717411
391,391,76303636
392,392,396451362
393,393,6812360
394,394,117384160
395,395,472710752
396,396,74672928
397,397,73250229
398,398,126683103
399,399,93820312
400,400,134881860
401,401,135010098
402,402,2553265
403,403,131566140
404,404,1141169
405,405,631775062
406,406,75178263
407,407,881563
408,408,144958746
409,409,79789262
410,410,98234268
411,411,7555640
412,412,3613560
413,413,69002438
414,414,61424059
415,415,136864894
416,416,65395529
417,417,492062292
418,418,78497701
419,419,365794781
420,420,559507302
421,421,3083376
422,422,79573994
423,423,39028771
424,424,56725581
425,425,85576202
426,426,520599312
427,427,920712
428,428,138127805
429,429,572698
430,430,482843042
431,431,90630687
432,432,353118211
433,433,61167336
434,434,142477297
435,435,139863547
436,436,63392797
437,437,92171232
438,438,4321343
439,439,346434671
440,440,135203384
441,441,35632041
442,442,135367714
443,443,73126740
444,444,923949
445,445,4308350
446,446,5495782
447,447,585969082
448,448,982678
449,449,100067510
450,450,5490694
451,451,73517675
452,452,1738895
453,453,2517535
454,454,65779793
455,455,78442646
456,456,13783449
457,457,77913387
458,458,556470622
459,459,67968314
460,460,416171312
461,461,40542101
462,462,13722587
463,463,86096861
464,464,2123570
465,465,14500217
466,466,98356870
467,467,67532875
468,468,70412929
469,469,671599912
470,470,2677057
471,471,105960912
472,472,92962970
473,473,469600952
474,474,467431402
475,475,378114151
476,476,7533122
477,477,113671740
478,478,7365608
479,479,4095112
480,480,78033230
481,481,27999681
482,482,144551866
483,483,61676429
484,484,454285152
485,485,109622684
486,486,70553167
487,487,33309671
488,488,10496671
489,489,1108321
490,490,142986212
491,491,391360322
492,492,4246385
493,493,465649852
494,494,69202023
495,495,904320
496,496,547591
497,497,66720427
498,498,510809222
499,499,77379817
500,500,78233245
501,501,497479362
502,502,12270346
503,503,129011934
504,504,6461526
505,505,67238728
506,506,1172328
507,507,3589583
508,508,71137142
509,509,128098697
510,510,397198362
511,511,2420400
512,512,16459005
513,513,128153243
514,514,857994
515,515,69106345
516,516,394000072
517,517,142342967
518,518,84792119
519,519,628099
520,520,75717117
521,521,3457053
522,522,476625352
523,523,481724342
524,524,2275913
525,525,141299111
526,526,64111662
527,527,446517972
528,528,424166612
529,529,443320582
530,530,123903244
531,531,78573985
532,532,1171530
533,533,7633200
534,534,483210912
535,535,522269942
536,536,120670682
537,537,478877952
538,538,70459544
539,539,71173746
540,540,74232324
541,541,594992412
542,542,12504373
543,543,30687941
544,544,135949700
545,545,98920058
546,546,94188742
547,547,720737
548,548,524029352
549,549,65657396
550,550,76384675
551,551,392355262
552,552,395865132
553,553,480047532
554,554,4638191
555,555,113300436
556,556,89874951
557,557,65791607
558,558,76520395
559,559,83837264
560,560,133578386
561,561,2505668
562,562,2183167
563,563,7555631
564,564,363542511
565,565,7936629
566,566,102361220
567,567,94555888
568,568,6462567
569,569,474157272
570,570,109170920
571,571,1141674
572,572,66105747
573,573,2370001
574,574,145429542
575,575,498218572
576,576,43783821
577,577,508544952
578,578,204082
579,579,134301270
580,580,583177702
581,581,61662602
582,582,466414882
583,583,75717123
584,584,17944088
585,585,37739311
586,586,1120798
587,587,352863581
588,588,6322621
589,589,99472148
590,590,95225618
591,591,64449166
592,592,489709852
593,593,366297231
594,594,11849933
595,595,71323824
596,596,482064842
597,597,135374352
598,598,963074
599,599,3167849
600,600,4008456
601,601,80002870
602,602,553087302
603,603,85330586
604,604,117353496
605,605,63641813
606,606,4761593
607,607,17914791
608,608,360671421
609,609,106479018
610,610,13832972
611,611,554741412
612,612,140883491
613,613,362871201
614,614,122115924
615,615,2186141
616,616,14404625
617,617,17919329
618,618,363592311
619,619,461205342
620,620,388736831
621,621,3002361
622,622,520449432
623,623,86036123
624,624,71195320
625,625,130864292
626,626,13130077
627,627,102938894
628,628,543120532
629,629,97973156
630,630,13547629
631,631,70205643
632,632,66024881
633,633,2603784
634,634,489012982
635,635,73219903
636,636,17606181
637,637,474654812
638,638,100512638
639,639,61664834
640,640,3921391
641,641,60831419
642,642,117792632
643,643,104763150
644,644,71515966
645,645,71099186
646,646,110057148
647,647,7624170
648,648,4290202
649,649,61639912
650,650,138728387
651,651,78399612
652,652,69962764
653,653,5614776
654,654,4110989
655,655,354918071
656,656,541508812
657,657,133577596
658,658,140744901
659,659,772257
660,660,344681991
661,661,487766732
662,662,4225239
663,663,397344472
664,664,2455091
665,665,600629
666,666,604371
667,667,65356224
668,668,127452939
669,669,2283856
670,670,13131916
671,671,88686161
672,672,18083995
673,673,8016406
674,674,878488
675,675,425012712
676,676,108616748
677,677,5093844
678,678,3137332
679,679,465835832
680,680,13832970
681,681,715954
682,682,2738360
683,683,62724017
684,684,3280853
685,685,76801028
686,686,1108303
687,687,73517685
688,688,69800857
689,689,89843259
690,690,4710920
691,691,8075587
692,692,13160828
693,693,133097754
694,694,559934912
695,695,401791162
696,696,2591102
697,697,88291535
698,698,95917196
699,699,7270102
700,700,2502422
701,701,2251072
702,702,2954678
703,703,62847167
704,704,80924346
705,705,64605093
706,706,135872762
707,707,782753
708,708,104088782
709,709,4160834
710,710,120847008
711,711,515035812
712,712,144953206
713,713,74603102
714,714,99122168
715,715,436543902
716,716,93282358
717,717,2534179
718,718,82771830
719,719,73133570
720,720,410092602
721,721,84490455
722,722,5628943
723,723,66660696
724,724,5595245
725,725,504421582
726,726,122886238
727,727,74946300
728,728,6628158
729,729,80698614
730,730,2961498
731,731,7494882
732,732,36055581
733,733,446701352
734,734,107606386
735,735,5526004
736,736,445997982
737,737,553814
738,738,399837442
739,739,107740242
740,740,3129974
741,741,927727
742,742,503505322
743,743,7703889
744,744,1318341
745,745,3154724
746,746,68963743
747,747,12687571
748,748,397216662
749,749,451680532
750,750,655914332
751,751,66266885
752,752,115145966
753,753,81578606
754,754,542373672
755,755,98600714
756,756,64316276
757,757,4123421
758,758,7063934
759,759,2238913
760,760,136063256
761,761,61308200
762,762,428849902
763,763,144293068
764,764,514872902
765,765,145429544
766,766,553510812
767,767,2283853
768,768,1140658
769,769,70403437
770,770,513051692
771,771,392707682
772,772,61037316
773,773,127246869
774,774,13131862
775,775,9489805
776,776,57983971
777,777,81746318
778,778,551683
779,779,2485118
780,780,363809761
781,781,470426032
782,782,71039597
783,783,12684747
784,784,1121050
785,785,140295915
786,786,404574442
787,787,74511641
788,788,6678695
789,789,15319250
790,790,124220544
791,791,857962
792,792,109169056
793,793,76066819
794,794,103446218
795,795,613907
796,796,5355095
797,797,89597765
798,798,143897856
799,799,419144162
800,800,444737092
801,801,124603260
802,802,91599964
803,803,4109207
804,804,535921
805,805,8102921
806,806,81090838
807,807,3658177
808,808,3576512
809,809,110994032
810,810,577931052
811,811,548348732
812,812,91018983
813,813,445930562
814,814,84668849
815,815,4694980
816,816,10284914
817,817,1108310
818,818,643904382
819,819,5974920
820,820,141921707
821,821,121219132
822,822,70562483
823,823,84836383
824,824,11118881
825,825,134946506
826,826,3058938
827,827,13146847
828,828,103071660
829,829,66034710
830,830,98248584
831,831,128156033
832,832,75573889
833,833,128546625
834,834,78110777
835,835,120307598
836,836,14760997
837,837,11495726
838,838,539394992
839,839,123708630
840,840,3142379
841,841,444887352
842,842,5420471
843,843,78399577
844,844,869548
845,845,481510362
846,846,3144076
847,847,808266
848,848,96816478
849,849,506213382
850,850,71056766
851,851,130854518
852,852,501142942
853,853,503114772
854,854,562764502
855,855,61590164
856,856,3731082
857,857,13275698
858,858,428477532
859,859,14879478
860,860,108711130
861,861,514417462
862,862,594336582
863,863,105353316
864,864,63010019
865,865,938589
866,866,3157688
867,867,77856781
868,868,65574217
869,869,3742858
870,870,115740004
871,871,535024842
872,872,45594361
873,873,4185490
874,874,142750884
875,875,372985941
876,876,626418
877,877,13025826
878,878,87461335
879,879,1048888
880,880,584172
881,881,409173662
882,882,6057193
883,883,2101628
884,884,7155158
885,885,2167022
886,886,459401392
887,887,13202000
888,888,29806161
889,889,124262672
890,890,484960842
891,891,453844262
892,892,375689881
893,893,124220538
894,894,3108438
895,895,18047586
896,896,134390766
897,897,84694345
898,898,477890212
899,899,12173682
900,900,7291925
901,901,6722114
902,902,75526536
903,903,4945407
904,904,10214849
905,905,74469624
906,906,143053890
907,907,17613467
908,908,669550562
909,909,71689517
910,910,6269391
911,911,533609392
912,912,346468561
913,913,3843299
914,914,2948528
915,915,17582901
916,916,1015296
917,917,62176895
918,918,101036672
919,919,107325844
920,920,137200802
921,921,93318864
922,922,3613543
923,923,556022322
924,924,135440792
925,925,12250370
926,926,357511361
927,927,662113
928,928,121593970
929,929,481510442
930,930,128566959
931,931,112662366
932,932,70522877
933,933,92739388
934,934,97313246
935,935,10265111
936,936,213130
937,937,660167172
938,938,77837838
939,939,15512632
940,940,63653810
941,941,25887961
942,942,4109206
943,943,470152362
944,944,141334937
945,945,65395519
946,946,81628444
947,947,2954700
948,948,73219998
949,949,10235995
950,950,345224621
951,951,144535428
952,952,143782636
953,953,396086072
954,954,543881252
955,955,141939575
956,956,27999671
957,957,71181362
958,958,132614086
959,959,132201186
960,960,84693555
961,961,69755315
962,962,801671
963,963,61698464
964,964,658926542
965,965,474043042
966,966,18051678
967,967,444261522
968,968,4197797
969,969,145484656
970,970,137084806
971,971,511035712
972,972,680112
973,973,1177951
974,974,846328
975,975,79587620
976,976,82418390
977,977,663212642
978,978,66022789
979,979,13145349
980,980,535211202
981,981,386166511
982,982,1158836
983,983,105355292
984,984,75299638
985,985,590612582
986,986,7310477
987,987,6463854
988,988,14574291
989,989,87535815
990,990,568883752
991,991,93477546
992,992,129632340
993,993,373557571
994,994,5786416
995,995,111052058
996,996,1139186
997,997,67434631
998,998,107346384
999,999,72273834
1000,1000,3105195
1001,1001,3731377
1002,1002,88310327
1003,1003,82238174
1004,1004,4244595
1005,1005,120536314
1006,1006,539883172
1007,1007,99543916
1008,1008,567468422
1009,1009,119374292
1010,1010,17360732
1011,1011,226577
1012,1012,860519
1013,1013,6532758
1014,1014,101613287
1015,1015,62752159
1016,1016,12270394
1017,1017,100596820
1018,1018,14418029
1019,1019,64346865
1020,1020,7624179
1021,1021,90661197
1022,1022,80884814
1023,1023,5545070
1024,1024,61336379
1025,1025,2423902
1026,1026,56893291
1027,1027,528587951
1028,1028,73286649
1029,1029,143176844
1030,1030,42815401
1031,1031,110351220
1032,1032,483885662
1033,1033,3286437
1034,1034,3105125
1035,1035,17330833
1036,1036,348270551
1037,1037,3134156
1038,1038,7059503
1039,1039,113989166
1040,1040,130637542
1041,1041,136580482
1042,1042,16323599
1043,1043,90661187
1044,1044,63087603
1045,1045,446861332
1046,1046,124043494
1047,1047,654827802
1048,1048,395664742
1049,1049,121895734
1050,1050,16664460
1051,1051,1015879
1052,1052,2457295
1053,1053,2184465
1054,1054,72934522
1055,1055,902310
1056,1056,134774924
1057,1057,42860891
1058,1058,127119091
1059,1059,81201022
1060,1060,70697363
1061,1061,2430338
1062,1062,76500507
1063,1063,646338192
1064,1064,344874501
1065,1065,92829000
1066,1066,74961886
1067,1067,130113321
1068,1068,78366255
1069,1069,2169148
1070,1070,10347338
1071,1071,100931922
1072,1072,80887164
1073,1073,100741742
1074,1074,77691226
1075,1075,51300481
1076,1076,129473380
1077,1077,570585
1078,1078,3129010
1079,1079,83059092
1080,1080,3167843
1081,1081,67437515
1082,1082,67535293
1083,1083,95813354
1084,1084,74466606
1085,1085,13141445
1086,1086,15044836
1087,1087,80870182
1088,1088,70079964
1089,1089,62845529
1090,1090,370198781
1091,1091,122219036
1092,1092,69217047
1093,1093,528823651
1094,1094,466655952
1095,1095,134033198
1096,1096,5404532
1097,1097,88991877
1098,1098,104481018
1099,1099,106066670
1100,1100,398792662
1101,1101,7270172
1102,1102,703748
1103,1103,69548768
1104,1104,86401367
1105,1105,69969816
1106,1106,67704219
1107,1107,61046485
1108,1108,70965469
1109,1109,613965472
1110,1110,95258830
1111,1111,68469888
1112,1112,73696392
1113,1113,71982452
1114,1114,1109736
1115,1115,66786200
1116,1116,101706745
1117,1117,908995
1118,1118,3432724
1119,1119,672957562
1120,1120,371903741
1121,1121,101517782
1122,1122,553055662
1123,1123,15376483
1124,1124,2602632
1125,1125,63519813
1126,1126,119374304
1127,1127,4672361
1128,1128,120689496
1129,1129,396427362
1130,1130,108149432
1131,1131,943376
1132,1132,621238622
1133,1133,27542571
1134,1134,96683648
1135,1135,624575
1136,1136,411784682
1137,1137,60702885
1138,1138,86835021
1139,1139,131833900
1140,1140,9489824
1141,1141,74728998
1142,1142,100061660
1143,1143,353472491
1144,1144,66190260
1145,1145,131744984
1146,1146,7303333
1147,1147,12744680
1148,1148,98961932
1149,1149,91293564
1150,1150,28958611
1151,1151,76500511
1152,1152,410114692
1153,1153,54842631
1154,1154,7216939
1155,1155,99272950
1156,1156,144792216
1157,1157,606611
1158,1158,126725189
1159,1159,61685880
1160,1160,62566564
1161,1161,139904165
1162,1162,5472613
1163,1163,372552531
1164,1164,74460583
1165,1165,141624411
1166,1166,3130736
1167,1167,127248351
1168,1168,46435861
1169,1169,7270105
1170,1170,2511969
1171,1171,904784
1172,1172,576822222
1173,1173,571541
1174,1174,2218600
1175,1175,543934752
1176,1176,507345382
1177,1177,416939662
1178,1178,17605435
1179,1179,76494244
1180,1180,511037712
1181,1181,3072034
1182,1182,2733680
1183,1183,6621823
1184,1184,44695901
1185,1185,102487448
1186,1186,76734687
1187,1187,491446942
1188,1188,675656902
1189,1189,77457208
1190,1190,7562986
1191,1191,60847163
1192,1192,13726474
1193,1193,397141342
1194,1194,2509178
1195,1195,582185
1196,1196,69774040
1197,1197,3158272
1198,1198,935744
1199,1199,9968997
1200,1200,75955393
1201,1201,3762310
1202,1202,749095
1203,1203,92053084
1204,1204,144124320
1205,1205,118830848
1206,1206,136623198
1207,1207,75717118
1208,1208,9919591
1209,1209,132293038
1210,1210,977948
1211,1211,58786581
1212,1212,953747
1213,1213,94727056
1214,1214,355690451
1215,1215,451921542
1216,1216,464228502
1217,1217,86932989
1218,1218,113881182
1219,1219,72941010
1220,1220,3015630
1221,1221,95258876
1222,1222,453844292
1223,1223,2326986
1224,1224,105499622
1225,1225,531618001
1226,1226,84969751
1227,1227,65759926
1228,1228,10690929
1229,1229,5404611
1230,1230,530502111
1231,1231,114918786
1232,1232,86453923
1233,1233,70566205
1234,1234,424906752
1235,1235,13946778
1236,1236,3144646
1237,1237,100722398
1238,1238,2541023
1239,1239,14408909
1240,1240,69000543
1241,1241,615188492
1242,1242,70067412
1243,1243,100515116
1244,1244,658765942
1245,1245,130099496
1246,1246,10469599
1247,1247,78527813
1248,1248,135438522
1249,1249,555913112
1250,1250,3108577
1251,1251,68776648
1252,1252,13636281
1253,1253,353130841
1254,1254,486414602
1255,1255,11080221
1256,1256,134134614
1257,1257,12818630
1258,1258,14224810
1259,1259,568846222
1260,1260,2475886
1261,1261,14539511
1262,1262,498917342
1263,1263,100733048
1264,1264,3068494
1265,1265,424531102
1266,1266,2651022
1267,1267,85604840
1268,1268,3147912
1269,1269,17668285
1270,1270,66453821
1271,1271,64784695
1272,1272,99358978
1273,1273,93820358
1274,1274,576455
1275,1275,3129413
1276,1276,10202476
1277,1277,10114381
1278,1278,11379163
1279,1279,65194812
1280,1280,81926660
1281,1281,649357922
1282,1282,397372032
1283,1283,142743298
1284,1284,562134332
1285,1285,67455438
1286,1286,74749167
1287,1287,10114223
1288,1288,75947120
1289,1289,134946650
1290,1290,95254402
1291,1291,2591105
1292,1292,69002098
1293,1293,497151272
1294,1294,17056243
1295,1295,98327832
1296,1296,15455601
1297,1297,62894203
1298,1298,101795729
1299,1299,2176854
1300,1300,585307872
1301,1301,107329230
1302,1302,136445294
1303,1303,4184653
1304,1304,129632290
1305,1305,88936803
1306,1306,6274857
1307,1307,2166324
1308,1308,3151773
1309,1309,65445458
1310,1310,980746
1311,1311,3765178
1312,1312,7512065
1313,1313,125089746
1314,1314,72712485
1315,1315,12754187
1316,1316,74158089
1317,1317,618317
1318,1318,77511525
1319,1319,15976106
1320,1320,611346
1321,1321,61882237
1322,1322,429668582
1323,1323,98758728
1324,1324,60880956
1325,1325,682805
1326,1326,13808741
1327,1327,100817190
1328,1328,83794828
1329,1329,63413258
1330,1330,93352696
1331,1331,1087044
1332,1332,905588
1333,1333,70361820
1334,1334,5169799
1335,1335,6270545
1336,1336,851722
1337,1337,2285125
1338,1338,77395467
1339,1339,145435982
1340,1340,412175292
1341,1341,412986612
1342,1342,3731410
1343,1343,67165702
1344,1344,6765743
1345,1345,376480901
1346,1346,510905922
1347,1347,105278286
1348,1348,91651754
1349,1349,98894116
1350,1350,3135562
1351,1351,395223022
1352,1352,132201200
1353,1353,80164456
1354,1354,39051981
1355,1355,76278115
1356,1356,135271990
1357,1357,58530911
1358,1358,34466271
1359,1359,5968914
1360,1360,66536667
1361,1361,140761589
1362,1362,463215102
1363,1363,55074011
1364,1364,65089475
1365,1365,3669620
1366,1366,395631492
1367,1367,126907191
1368,1368,125866317
1369,1369,71294452
1370,1370,589730632
1371,1371,96356636
1372,1372,13138714
1373,1373,453219042
1374,1374,3616649
1375,1375,412058962
1376,1376,101050160
1377,1377,75454947
1378,1378,14629129
1379,1379,679426
1380,1380,96449044
1381,1381,471847812
1382,1382,402489982
1383,1383,86933263
1384,1384,596680492
1385,1385,79727550
1386,1386,6579648
1387,1387,70081039
1388,1388,71204339
1389,1389,66453827
1390,1390,6722123
1391,1391,1567844
1392,1392,128337363
1393,1393,2264700
1394,1394,4762941
1395,1395,716453
1396,1396,5093775
1397,1397,70322142
1398,1398,73297743
1399,1399,7408753
1400,1400,14959858
1401,1401,105355284
1402,1402,128407407
1403,1403,85002599
1404,1404,61573287
1405,1405,88901389
1406,1406,128588189
1407,1407,83858600
1408,1408,14993990
1409,1409,2577517
1410,1410,142350393
1411,1411,6435455
1412,1412,1087073
1413,1413,8076232
1414,1414,68107842
1415,1415,72569034
1416,1416,606997572
1417,1417,5179703
1418,1418,438292242
1419,1419,584425382
1420,1420,498291682
1421,1421,437535892
1422,1422,66003338
1423,1423,60831486
1424,1424,572544282
1425,1425,133595310
1426,1426,3104484
1427,1427,143172406
1428,1428,11519743
1429,1429,13112880
1430,1430,635094532
1431,1431,94221930
1432,1432,462499022
1433,1433,2296308
1434,1434,1015071
1435,1435,428526352
1436,1436,130012814
1437,1437,76158550
1438,1438,380727181
1439,1439,12724838
1440,1440,46661011
1441,1441,484457982
1442,1442,67606710
1443,1443,3838279
1444,1444,144392866
1445,1445,12724846
1446,1446,904732
1447,1447,1118078
1448,1448,15319313
1449,1449,350171291
1450,1450,441280992
1451,1451,581234002
1452,1452,45082121
1453,1453,542052922
1454,1454,1087372
1455,1455,94555844
1456,1456,3110849
1457,1457,427249942
1458,1458,383741911
1459,1459,94978602
1460,1460,3025173
1461,1461,514432282
1462,1462,71247303
1463,1463,958021
1464,1464,10278843
1465,1465,364962
1466,1466,105278288
1467,1467,14887680
1468,1468,15929304
1469,1469,14870973
1470,1470,75300254
1471,1471,8082230
1472,1472,137233982
1473,1473,78328510
1474,1474,552422
1475,1475,144388004
1476,1476,68634983
1477,1477,784321
1478,1478,346047531
1479,1479,63565179
1480,1480,12270397
1481,1481,15050452
1482,1482,532071
1483,1483,4709948
1484,1484,3616626
1485,1485,457305152
1486,1486,126024209
1487,1487,77387146
1488,1488,16567361
1489,1489,6823905
1490,1490,81127294
1491,1491,67538011
1492,1492,7555558
1493,1493,124220586
1494,1494,68350105
1495,1495,89805365
1496,1496,144948588
1497,1497,15273623
1498,1498,139103331
1499,1499,553056612
1500,1500,467421092
1501,1501,5817088
1502,1502,100052800
1503,1503,373989741
1504,1504,13083547
1505,1505,90781157
1506,1506,63459655
1507,1507,90619399
1508,1508,70643476
1509,1509,70079778
1510,1510,8163648
1511,1511,983448
1512,1512,71056992
1513,1513,68936269
1514,1514,615657
1515,1515,74569216
1516,1516,6907162
1517,1517,86273177
1518,1518,484925252
1519,1519,394257062
1520,1520,96074788
1521,1521,414585432
1522,1522,500313352
1523,1523,13025822
1524,1524,70334473
1525,1525,46694251
1526,1526,4094757
1527,1527,17790906
1528,1528,120831794
1529,1529,77784274
1530,1530,3996796
1531,1531,462102362
1532,1532,2203428
1533,1533,80887048
1534,1534,446227172
1535,1535,7270091
1536,1536,211331
1537,1537,61308204
1538,1538,66462969
1539,1539,437126932
1540,1540,7555615
1541,1541,8164649
1542,1542,478079022
1543,1543,3977313
1544,1544,3765183
1545,1545,526591392
1546,1546,467664112
1547,1547,62766452
1548,1548,142748748
1549,1549,4299868
1550,1550,377444511
1551,1551,91312388
1552,1552,60831420
1553,1553,68179888
1554,1554,639589252
1555,1555,144543152
1556,1556,87505211
1557,1557,428251682
1558,1558,525694542
1559,1559,95644348
1560,1560,67406846
1561,1561,61840037
1562,1562,110153466
1563,1563,3672726
1564,1564,361105221
1565,1565,411366752
1566,1566,72281679
1567,1567,3168996
1568,1568,145501458
1569,1569,141356333
1570,1570,66644171
1571,1571,52716141
1572,1572,102511058
1573,1573,145524532
1574,1574,69906847
1575,1575,7804693
1576,1576,130418386
1577,1577,145370218
1578,1578,527930531
1579,1579,69765821
1580,1580,70266761
1581,1581,87651147
1582,1582,353133841
1583,1583,74121339
1584,1584,16331228
1585,1585,1103106
1586,1586,105011300
1587,1587,4858197
1588,1588,516397272
1589,1589,109506786
1590,1590,7046160
1591,1591,74602299
1592,1592,518466682
1593,1593,72059803
1594,1594,15547715
1595,1595,124659380
1596,1596,2204395
1597,1597,7330100
1598,1598,116944130
1599,1599,515847172
1600,1600,102424692
1601,1601,109560118
1602,1602,130118535
1603,1603,105420896
1604,1604,72327984
1605,1605,2319300
1606,1606,552619
1607,1607,127539475
