song_id,label,artist_id,fold
142337019,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4492087,2
32142121,club	dance	summer,159449,1
565056,club	dance	night	party	running,436,0
414634862,club	gym,4842061,0
66425986,car	chill	club	dance	gym	night	party	relax	sad	sleep	summer	work	workout,196045,3
90802377,chill	club	dance	happy	night	party	relax	running	summer	work,4777395,3
620293172,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer,388973,1
6322630,club	dance	gym	party,6824,2
422293172,car	chill	club	dance	gym	happy	party	relax	running	sleep	summer	work	workout,1188,1
57630641,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,289345,2
134948420,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4103977,1
69189760,car	chill	club	dance	gym	night	party	summer	work	workout,4999036,0
78647537,club	dance	party	running,567449,2
3135556,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,27,1
12791224,club	dance,982603,3
2301225,club	dance	gym	night	party	running	summer,6714,1
90661201,club	dance	party,1353625,0
867061,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,7,0
2234269,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,1193,2
397141412,car	club	dance	party	summer,8909272,3
72059773,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,13,2
135429852,club	dance	party	running,146168,2
679225,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,290,1
72918600,chill	club,4333887,1
81294306,club	dance	gym	night	party	summer,310557,2
82474322,chill	club	dance	night	party	summer,6280844,1
472898512,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5241932,3
408181092,car	club,2005121,2
813385,club	dance	party,72301,1
3158268,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,317,3
620278292,club	dance	running	summer,75141,1
347363751,car	chill	club	dance	night	party	relax	running	summer	work,163,1
3090467,car	club	dance	night	party	running	summer,7401,0
7117048,club	dance,4581,3
1195496,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,385,3
376208401,car	chill	club	dance	gym	happy	party	sad	sleep	summer	work	workout,246791,1
2120967,car	chill	club	dance	happy	night	party	relax	running	sad	summer,1012,3
588702,club	dance,4600,3
3765803,chill	club	dance	happy	night	party	running	summer,259609,2
74961888,club	dance,167918,0
63358012,car	club	dance	gym	running	work	workout,11948,0
1161682,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,152,0
71238363,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,9052,3
2148257,club	dance	happy	party	running	summer	work,9,0
71441863,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,287,0
140390787,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,282118,3
123246098,club	dance,10223374,3
453543012,car	chill	club	dance	gym	happy	party	relax	running	sad	summer	work	workout,5570870,3
83756478,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,12246,0
483558542,car	chill	club	dance	gym	happy	night	party	running	summer	work,7267728,2
112417192,club	dance	gym	party	work,277809,3
63049355,chill	club	dance	gym	happy	night	party	running	summer	work	workout,355,2
433129572,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5866223,3
542158682,club	dance,10347750,3
6345540,club	dance,88,1
14737958,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1013,1
368819441,car	chill	club	dance	gym	happy	night	relax	running	summer,11273910,2
61100191,car	chill	club	dance	gym	night	party	running	summer	work	workout,1584502,3
422617382,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1424602,2
953606,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,6603,0
617737242,car	chill	club	dance	gym	happy	party	running	summer	work	workout,1018038,1
111024448,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,5947658,2
69071679,club	dance	gym	happy	night	party	running	summer,4429712,1
354423271,chill	club	dance	gym	night	party	summer,251866,2
378514381,car	chill	club	dance	gym	night	party	relax	running	summer	work	workout,542,1
72273757,car	club	dance	night	party	running	summer,716,0
76395825,car	club	dance	gym	happy	night	party	running	summer,4494623,3
136168586,club	dance	party,103,1
108421538,club	dance	happy	night	party	running	summer,1659313,3
16009814,club	dance	party	summer,259377,3
416199812,car	chill	club	dance	gym	happy	night	party	relax	summer	work	workout,326180,2
398852652,car	club	dance	gym	party	work	workout,13216661,0
885307,club	dance	gym	happy	party	running,2777,1
532092,car	chill	club	dance	gym	night	party	running	summer,2597,0
96259474,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,64333,3
450531912,chill	club	dance	gym	happy	party	running	summer	workout,5595093,0
87669877,car	chill	club	dance	gym	happy	night	party	running	summer	work,13011,0
114788494,car	club	dance	gym	party	running	work	workout,289905,0
62082981,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,228,0
553370602,club	dance	gym,73868,0
3098354,chill	club	dance	gym	happy	night	party	relax	running	summer	work,1013,1
459487702,chill	club	dance	gym	happy	party,5565220,1
13558228,car	club	dance	gym	happy	night	party	running	summer	work,59,0
519598502,car	chill	club	dance	gym	party,10038604,2
626167,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,11174,2
3826212,club,261932,1
79928374,chill	club	dance	party	summer,5518775,0
7667059,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,230,3
378114241,club	gym	night	running	summer,1191615,2
17091680,club	dance	party	running	summer,259109,1
16096935,club	dance,3951,1
13189024,car	chill	club	dance	gym	party	relax	running	summer	work	workout,626072,2
78977833,car	chill	club	dance	gym	night	party	summer	work	workout,4071087,0
129219996,car	chill	club	dance	gym	happy	night	party	running	sleep	summer	work	workout,1363197,2
642991312,chill	club	dance	gym	night	party	sad	summer,14447309,2
85849773,club	dance	party,4932135,0
92573462,car	chill	club	dance	gym	party	relax	running	sleep	summer	work	workout,5622054,2
119041750,chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,9159,2
381454381,car	chill	club	dance	night	relax	sleep	summer	work,5355382,2
105069592,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,246791,1
75739907,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4104927,2
65120585,club	dance	night	party	running	summer	workout,15731,3
671141,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,7180,2
682217,club	dance	gym	happy	night	party	running	summer	work,2881,3
63164722,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work	workout,2388,1
141338791,car	club	dance	gym	happy	night	party	running	summer	work	workout,7988742,0
4636656,club	dance	night	party	running,3759,3
81138228,chill	club	dance	gym	party	running	summer,6822,2
74457141,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,542,1
17191428,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer	work	workout,13613,0
68954422,chill	club	dance	happy	night	party	relax	summer	work,294359,3
461697762,chill	club	party	summer,95686,0
8011673,club	dance,11947,2
66881687,car	club	dance	gym	night	party	running	summer	work	workout,481,0
3671247,chill	club	dance	night	relax	summer,2323,2
625530,car	chill	club	dance	gym	night	party	running	summer	work	workout,45,3
83059376,car	chill	club	dance	gym	party	running	summer	work	workout,4403692,0
68788684,chill	club	dance	party	relax	running	summer	work,4072878,2
131743470,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,4452991,0
101621101,car	chill	club	dance	gym	party	running	summer	work	workout,323,1
115443852,club	dance	party	running	summer,79351,1
12164497,chill	club	dance	happy	night	party	running	summer	work,5456,2
136802398,car	club	dance	gym	party	summer	work	workout,66683,3
14948701,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,725,1
90355385,car	chill	club	dance	gym	happy	party	sleep	workout,542,1
17135114,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,144227,2
1112991,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,415,3
127365547,chill	club	dance	happy	night	party	relax	summer,524820,0
5639363,club	dance	gym	night	party	running	summer,2600,1
1151554,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer,719,0
1179366,club	dance	night,451372,1
18183089,club	dance	running,7049,2
123345684,club	dance	gym	party	running	summer	work,279489,2
1142583,club	dance	gym	night	party	running	summer,564,0
388726451,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,6067766,2
921039,car	chill	club	dance	gym	night	party	relax	running	sad	summer	work	workout,38,2
466784492,car	chill	club	dance	gym	party	work	workout,7626068,2
90250615,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,542,1
383544371,chill	club	dance	summer,293767,3
131773322,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,10156246,0
1165849,chill	club	dance	gym	happy	night	party	relax	running	summer,1062,2
2575686,chill	club	dance	gym	happy	night	party	running	summer	work	workout,153394,1
367808971,chill	club,1176939,3
101833725,chill	club	dance	night	party,16928,3
722642,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,2945,0
570213,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,882,3
3167840,chill	club	dance	gym	night	party	running	work	workout,27,1
501718532,club	dance,14819155,2
68680585,club	dance	gym,4940262,0
3072020,car	chill	club	dance	night	party	running	summer,95573,0
69627777,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,311820,0
92598456,club	dance	party,145540,3
643696852,chill	club	dance	gym	happy	party	relax	running	summer	work,5866223,3
18063169,club	dance,196670,3
1023139,chill	club	dance	happy	night	relax	running,175,3
470606982,car	chill	club	dance	gym	night	party	running	summer	work	workout,3968561,3
71071274,car	club	dance	gym	party	running	summer	work	workout,15617,2
6722112,club	dance	night	party	running	summer,603844,1
401077922,club,92240,2
263337,club	dance,11878,3
504135762,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5962948,2
13129197,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,259,3
127127737,club	dance	party,131764,1
140683107,club	dance	gym	party,2376581,3
68863187,club	dance	night	party	summer,4961094,1
97971912,car	club	dance	party	running	summer	workout,404049,0
16642827,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,542,1
143887244,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,9539088,1
125778885,chill	club	dance	gym	party	relax	summer,168126,2
456983632,club	dance	gym	night	party	running	summer,734,3
138609511,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1363197,2
366409471,car	chill	club	gym	party	summer	work	workout,1384338,1
75320049,car	club	dance	gym	night	party	running	summer	work	workout,9121,2
129287498,club	dance	party	running	summer,293767,3
7512060,car	club	dance	gym	happy	night	party	running	summer	work	workout,69925,3
136272460,club	dance,164002,3
134298396,car	chill	club	dance	gym	night	party	relax	running	sad	summer	work	workout,3968561,3
13791929,club	dance	party	summer,113897,3
11747946,car	chill	club	dance	gym	night	party	running	sad	summer	work	workout,75491,0
93954152,club	dance	party,542,1
2954706,car	club	dance	gym	night	party	running	work	workout,187134,0
6599832,club	dance	summer,161540,3
61094293,club	dance	night	party,5785,3
633351172,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,9064930,1
128761781,car	chill	club	dance	gym	night	party	sad	sleep	summer	work	workout,4482238,3
2219131,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,2527,3
561856962,car	chill	club	dance	night	relax	running	sad	sleep	summer	work,75491,0
10284907,car	chill	club	dance	gym	happy	night	party	running	work	workout,6404,1
13020453,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,6464,1
120172614,chill	club	dance	gym	party	summer,4777520,0
11974551,club	dance	party	summer,542,1
69879249,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,310260,0
7624159,club	dance	night	party,542,1
122435390,car	chill	club	dance	gym	party	running	summer	work	workout,3244121,2
31050111,car	chill	club	dance	gym	happy	night	party	relax	running	summer,1622,1
541256952,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5245171,1
87114415,car	chill	club	dance	gym	night	party	relax	running	summer	work,1209072,3
69334992,chill	club	dance	party	running	summer	workout,3968561,3
132929046,car	chill	club	dance	night	party	summer	workout,5542343,0
4519899,club	dance	party,304248,1
75828376,club	dance,10620,0
75970420,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,83325,0
16136617,car	club	dance	gym	party	running	work	workout,10226,3
61018213,car	club	dance	gym	happy	night	party	running	summer	work	workout,71106,0
365155,chill	club	dance	gym	happy	night	party	running	summer	work	workout,13922,2
57255661,car	chill	club	dance	gym	night	party	running	summer	work	workout,397164,0
60200381,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,69925,3
72273758,club	dance	gym	happy	night	party	running	summer	workout,311503,0
97859546,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,7488552,2
357727281,car	chill	club	dance	gym	night	party	summer	work	workout,428675,1
99216700,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,647650,0
398381462,chill	club	dance	relax,149042,2
134523166,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,5296616,2
18796621,chill	club	dance	party,310557,2
292067,club	dance,157,0
429153142,chill	club	dance	gym	party	summer	work,10159116,1
63459660,club	dance	party,149790,0
70640487,club	dance	night	party,4932135,0
75876890,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4336474,1
378114081,car	club	party	running	summer	work,1191615,2
727720,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4,1
664110,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work,3106,1
6471312,club	dance	night,519278,1
605288,chill	club	dance	gym	night	party	relax	sleep	summer	work,2395,2
2124748,chill	club	dance	gym	night	party	summer	work	workout,74309,3
64784971,club	dance,259109,1
64987551,chill	club	dance	gym	party	work	workout,1041337,2
366297881,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,8706544,1
79932752,club	dance	party	running	summer,535041,2
419139102,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,933,0
1098069,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,3,0
34945401,chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,4032,2
109569510,car	chill	club	dance	gym	night	party	work	workout,5828,1
16295511,club	dance	gym	night	party	running	summer	work	workout,1604868,2
13103121,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,678,1
140869465,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4101559,3
145555634,chill	club	dance	gym	happy	night	party	running	summer	workout,6210850,3
132480352,club	sleep,8184896,2
71269404,chill	club	dance	party	relax	summer,384133,2
90326855,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,104,2
1016279,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,629,1
84860559,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,6901127,3
125609170,car	chill	club	dance	gym	party	sad	summer	work	workout,367387,3
76394264,club	dance,542,1
452872182,chill	club	dance	party	summer,12739257,2
1095872,club	dance	night	party	running	summer,15667,2
6305086,car	chill	club	dance	night	party	relax	running	summer,2636,0
121124522,club	dance	night	party	running	summer,1468338,2
107936232,car	chill	club	dance	gym	happy	party	relax	running	summer	work	workout,525343,2
99095998,club	dance	happy	night	party	running,7135,1
71999936,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,2483,0
68473156,car	club	dance	gym	party	running,7,0
86877141,car	club	dance	gym	night	party	running,257467,0
3826218,club	dance	relax	running,378715,2
557092,chill	club	dance	gym	happy	party	summer,302,0
86541427,chill	club	dance	party	running	summer,378715,2
5468319,club	dance	happy	party	running,54619,1
123607620,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,7949792,1
7853852,club	dance,144827,0
140132653,car	chill	club	dance	gym	happy	night	party	summer	workout,1235717,0
595082272,car	chill	club	dance	gym	happy	party	running	sad	summer	work	workout,1000956,1
2183634,club	dance	party,33,3
92210382,chill	club	dance	happy	night	party	running	summer	work,280550,2
140344355,car	chill	club	dance	gym	happy	night	party	running	sad	sleep	summer	work	workout,369408,0
57840201,club	dance	party,2319,3
126866297,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,112259,3
93806536,chill	club	dance	gym	night	party	summer	work	workout,1659313,3
452640842,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4674484,0
4619462,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,1020109,0
2101574,club	dance	gym	happy	night	party	running	summer,980,3
1583246,car	chill	club	dance	night	party	running	workout,13734,0
67933169,club	dance	gym	night	party	running	summer	workout,210977,2
540175,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,483,3
12562258,car	club	dance	gym	party	running	work	workout,1206321,0
72717411,club	dance	night	running	sad	sleep	summer,4429712,1
76303636,chill	club	dance	gym,3265001,1
396451362,car	chill	club	dance	happy	night	party	running	summer	work	workout,8037651,1
6812360,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,144227,2
117384160,car	chill	club	dance	happy	night	party	running	summer,2104,0
472710752,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,9916160,2
74672928,car	club	dance	gym	night	party	running	summer	work	workout,490454,0
73250229,chill	club	dance	workout,5372817,0
126683103,chill	club	dance	summer,409796,2
93820312,car	chill	club	dance	gym	happy	night	party	relax	sad	sleep	summer	work	workout,4506059,2
134881860,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,262271,2
135010098,club,10452069,1
2553265,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,145,1
131566140,car	chill	club	dance	gym	happy	party	summer	workout,5139444,3
1141169,car	chill	club	dance	gym	party	running	work	workout,771,3
631775062,chill	club	dance	night	party	summer,14718361,2
75178263,club	dance	summer,11475,2
881563,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer	work,4212,0
144958746,chill	club	dance	gym	night	party	summer,310557,2
79789262,car	chill	club	dance	gym	night	party	running	summer	work	workout,176177,0
98234268,club	dance	party,455735,1
7555640,car	club	dance	gym	happy	party	running	summer	work	workout,10928,0
3613560,chill	club	happy	night	party	relax	running	sleep	summer	work,12572900,3
69002438,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer	work	workout,173612,0
61424059,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,893222,0
136864894,club	night,5876247,2
65395529,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,4148,0
492062292,chill	club	dance	gym	happy	night	party	relax	running	summer	work,1446147,2
78497701,car	chill	club	summer,5616438,3
365794781,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,434,1
559507302,club	dance	gym,12178,2
3083376,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,3541,2
79573994,club	dance	party	summer,1000956,1
39028771,club	dance	gym	party	running	summer	work,3838,3
56725581,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,416239,2
85576202,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1188009,0
520599312,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1525587,2
920712,car	chill	club	dance	happy	night	party	relax	running	sleep	summer,75354,0
138127805,club	party,336226,0
572698,club	dance	gym	happy	night	party	running	summer	work	workout,5824,3
482843042,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,8945638,1
90630687,club	dance	gym	party	running	work,10,0
353118211,club	party	summer,10877282,2
61167336,club	dance	gym	party	running	summer,2761591,2
142477297,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,3839,1
139863547,car	chill	club	dance	gym	night	party	running	sleep	summer	workout,6545727,2
63392797,club	dance	party,88,1
92171232,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,461,3
4321343,chill	club	dance	night	relax	summer	work,4910,2
346434671,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,892,0
